body_temperature,heart_rate,rumination_time,milk_yield,milk_conductivity,mastitis_status
41.43,81.92737270820575,402.93887060187996,8.0,6.65,1
41.5,96.64301327799349,437.1320106347703,12.5,6.33,1
38.81,62.510879626386256,538.2004740678926,19.3,4.53,0
38.99,77.03607908544706,396.1237714050571,21.0,4.34,0
39.87,85.83515493436516,458.6384523806245,26.9,4.71,0
41.5,101.92549023217,448.2797411308876,6.6,7.47,1
39.11,79.60250762245471,554.8661012052972,27.2,4.18,0
39.55,80.15843483979206,493.86395286429723,18.0,4.31,0
38.93,75.06274095467903,467.09892165019426,26.2,5.14,0
38.79,68.92221362238337,508.7384750025808,20.6,4.41,0
41.5,106.70736426844907,377.4724222992711,4.9,7.17,1
38.8,76.67799058103431,519.7536332749236,26.0,4.73,0
41.5,99.25526947261913,398.81260450452874,9.1,7.08,1
39.01,65.78320161421397,498.8179122478405,19.0,4.63,0
41.5,85.1312527889329,400.15781841960273,10.3,7.05,1
38.56,75.69763552063398,533.3781661865198,19.2,4.63,0
40.03,81.91423080089314,527.2545607502037,17.5,4.12,0
38.58,63.86568937269661,481.18667391632937,24.5,4.34,0
41.5,106.47597882018547,522.1279714267301,10.4,6.52,1
38.81,72.03332450540302,579.4801889322184,16.0,4.43,0
38.71,80.90821939879582,442.81811021846187,20.0,4.95,0
38.95,74.99229962414584,466.6231619032587,24.4,5.2,0
39.28,72.32002460455774,430.59431372063,16.8,4.41,0
39.29,65.7417590678236,456.3101217999273,24.1,4.87,0
38.2,60.398221557665366,467.8449080023672,24.3,4.95,0
39.41,86.47643347801544,563.9377029036297,16.0,5.02,0
41.5,96.3129925849543,452.6963974994669,10.8,6.59,1
41.5,100.57003238425942,451.84525431311084,8.2,6.43,1
39.76,76.89699311433682,454.0788022964093,18.7,4.7,0
38.28,69.16235063567318,525.5837144506804,17.1,4.23,0
41.5,94.53832672671689,399.4825270268318,9.1,5.93,1
38.47,72.51508047537061,455.8688864366671,21.8,5.07,0
38.87,79.04622039010876,361.95951146873404,18.4,4.89,0
39.35,82.98599713497572,539.2701699195942,17.7,4.73,0
38.62,72.80379712525963,402.52197261871567,26.1,4.73,0
39.63,75.57864878286112,495.21664889501955,19.2,4.56,0
38.49,68.97195260852608,535.7689395343898,19.8,4.19,0
38.81,78.18254302911632,507.95208396098207,20.6,4.63,0
38.76,63.20848252532093,442.4753784105254,20.9,5.18,0
39.1,79.23079947997248,477.3214516139027,23.8,4.82,0
38.82,63.46885362680869,449.25748941309683,18.5,4.43,0
39.25,80.08900418423575,579.799818788468,25.0,4.3,0
39.54,65.05318814595267,508.37705291392535,21.8,3.75,0
39.16,91.60101499953768,518.1165862457719,13.9,4.58,0
39.1,80.6961459036731,445.3919664135235,19.2,5.18,0
38.66,81.07446782358979,428.91274097116377,20.5,4.78,0
38.63,70.70649197453729,498.7492003760264,24.9,4.9,0
39.41,71.54675735639742,483.0012065447782,22.2,4.54,0
39.14,63.91640884444952,466.1519998424568,20.1,4.54,0
39.59,73.82513829020739,457.3079337010048,15.2,4.67,0
39.09,78.73803529298026,432.7923893295097,23.6,4.75,0
39.61,78.99060359839235,572.8834522373844,19.8,4.3,0
39.28,73.4231536843903,540.3802450229408,16.4,4.51,0
39.51,80.30687524022784,427.4248520633831,16.0,4.74,0
41.5,116.16015881949919,425.27038582526177,9.8,7.01,1
38.21,64.07616786048717,447.79252731616566,21.7,5.24,0
39.47,78.04439202789848,463.01656115527845,21.4,4.9,0
38.71,68.97960717112454,486.1544028130282,20.2,4.68,0
39.53,73.71758301385508,429.7689959152781,22.0,4.6,0
40.0,77.21862846717714,426.2040812620039,18.4,4.64,0
38.68,77.93830745905166,488.33521479680695,15.4,4.63,0
40.81,89.77875153749187,350.9566370448964,9.6,6.58,1
39.38,73.4856364545668,487.7772462947651,16.4,4.61,0
41.5,108.0391197598364,385.35763223915865,11.9,6.31,1
38.37,71.78881014281595,536.550293492392,21.9,4.41,0
38.85,76.5700730555857,485.4504964121392,17.4,5.02,0
41.5,89.41466853120866,393.5910118258133,7.6,6.92,1
39.04,80.91266111192313,472.9473149271889,20.4,5.25,0
39.56,77.07517825830493,473.58311506125443,22.6,4.63,0
41.5,91.06094144924465,406.0968977152715,9.9,6.59,1
39.83,83.64550312574627,447.5454534769851,22.6,4.51,0
39.46,73.03726480537857,442.37757333032624,19.9,4.25,0
41.5,90.72166894691533,426.6457660461391,7.2,6.53,1
40.96,84.23461802775041,445.2624122540745,12.3,6.43,1
39.57,85.10904111153478,504.08410672880564,22.9,4.62,0
38.76,78.10119738735213,501.77827159948106,17.3,4.56,0
39.27,81.89085392300746,507.04115846435695,18.0,4.98,0
41.5,94.11006905701822,404.62962868899484,12.5,7.03,1
39.16,65.06449837457293,472.69589654805327,22.3,4.84,0
40.07,83.34444346371654,520.8101552692286,21.2,4.03,0
39.48,75.24465087308225,504.4221602161019,19.2,4.55,0
38.45,72.07758872565377,498.2960027939943,19.3,4.96,0
38.97,64.08370477286208,567.7908143444745,24.5,4.74,0
39.12,81.2789171199974,432.26077181160247,19.9,5.01,0
40.04,78.23985167052905,443.5884230323822,22.3,4.41,0
39.26,79.06798974747268,483.54765695877506,24.3,5.02,0
38.89,60.376625654141165,514.9826642400925,18.8,4.85,0
41.5,86.1996586055511,416.7586838272247,11.7,5.91,1
39.1,76.25177362939621,544.1791153741493,23.2,4.62,0
40.6,87.4385813661514,509.49313617682435,24.0,4.63,0
38.78,79.31578310438297,434.68611786960975,22.1,5.14,0
39.27,76.19146219830913,479.29190012129135,22.4,4.96,0
39.46,76.35418240280067,430.1014201238008,20.5,4.61,0
38.52,68.71804761105122,431.66537068267877,15.3,4.56,0
41.5,98.87387895447836,469.1854899010649,9.3,7.41,1
39.19,70.58667762660139,467.39745986560035,21.2,4.82,0
38.9,67.35190997863606,508.85891039470175,25.2,4.71,0
39.46,75.3695063175021,472.83091523358985,21.7,4.37,0
41.5,91.14175887205431,392.27184080613654,9.4,7.31,1
38.01,61.47591462267169,460.372996925329,15.7,5.04,0
38.64,76.34674822059016,484.08321473656616,19.4,4.82,0
38.9,67.66700805493423,507.76611010109144,22.9,4.62,0
39.03,75.34780315119383,481.63296544882473,20.0,4.64,0
39.04,71.49377016629006,467.4771270286452,21.9,4.96,0
38.76,67.22903838264085,527.2256595850524,18.6,4.23,0
38.21,69.24633163307934,466.2685474573329,18.5,5.36,0
38.62,66.20276300642591,437.9143592523518,18.3,4.62,0
38.31,66.98621510912558,500.45107523728393,19.1,4.94,0
39.03,87.15909474506935,441.0914164453329,24.9,5.05,0
39.54,68.89865168065725,487.32434070810064,22.7,4.55,0
38.78,66.81410024937355,504.6971491998482,21.2,4.78,0
39.44,68.73891031120726,525.5483955035857,24.5,4.24,0
38.58,67.99973307981809,468.6419519475244,16.1,4.59,0
38.83,65.30723314664831,512.4373890300755,19.0,4.13,0
39.22,67.83860075787614,478.69529424195144,18.1,4.15,0
41.5,89.24951197190984,432.7650202458384,8.4,6.27,1
38.7,72.18605659129301,503.79017366661145,19.1,4.8,0
41.3,94.66380295826909,360.62422884114415,8.4,7.46,1
39.36,79.90427909310706,484.8122627939029,20.6,5.09,0
39.62,71.47330090821089,432.41320421495425,16.8,4.88,0
39.47,84.83664072432771,415.93025065873326,21.2,4.81,0
41.5,95.50820968713984,425.0927796866642,8.2,7.14,1
38.94,77.61171782776977,570.536623409531,16.9,4.96,0
41.5,92.43402712041336,471.1218236178269,11.7,6.39,1
39.5,74.81845428976536,544.1567596989318,19.5,4.37,0
39.16,79.03400408659002,507.9320063460333,23.8,4.9,0
38.84,85.27432365411279,432.1798034907806,19.1,4.86,0
38.86,81.8562658689351,465.7666793417981,18.9,4.92,0
39.5,78.17853683697447,449.8298823508346,18.3,4.83,0
41.5,93.970571666985,380.8133774730537,9.0,6.43,1
38.92,67.97647377108503,497.22683016941136,17.6,4.79,0
40.2,88.53236095996697,468.3443079176292,25.3,4.36,0
38.89,91.59328485073144,479.63196465960124,20.6,5.03,0
38.4,82.33881759930603,444.6563557139633,21.1,4.68,0
40.11,80.56811841882943,522.4088696845397,21.2,4.56,0
38.99,74.34939742331638,496.29888571756464,14.1,4.86,0
39.09,79.65902350377152,465.8523549526581,20.7,4.92,0
41.5,92.28735108120704,450.93635964150104,7.6,7.21,1
39.27,74.50968981709016,532.0524048237708,21.8,4.56,0
41.02,80.0052122217111,389.04626791236404,7.5,7.75,1
38.3,71.06291656887734,499.64400618377726,18.9,4.86,0
39.25,72.54509055613192,533.9937270084175,20.7,4.67,0
38.87,72.09383752845632,514.9772540507983,23.1,4.57,0
38.68,73.58209291579028,533.1056030886232,22.8,4.12,0
41.09,91.42396429985271,388.35376291497874,10.5,6.23,1
41.31,97.10519116332182,451.24618749584306,10.8,6.81,1
38.85,64.35521735374068,414.69796469622827,15.8,5.02,0
38.45,64.29685538279323,555.7574610739808,20.0,4.69,0
39.01,72.69439281874791,554.7313228573454,25.0,4.08,0
41.5,97.10494608737179,398.218989518416,12.9,7.64,1
39.28,77.9259512064102,476.63831416717187,24.3,4.6,0
39.03,79.85407035888477,438.20031288791597,15.1,4.98,0
39.26,72.4108931820483,507.1432111353876,21.3,4.9,0
38.8,64.3108874673657,487.3906360460067,18.1,4.33,0
39.09,77.80663300435252,546.4830697274775,16.1,4.9,0
39.49,70.4133185416882,537.4346492237256,17.9,4.54,0
39.17,77.14190803939913,501.63357797290763,19.5,4.46,0
38.55,72.8495165342868,505.5267085673912,18.4,4.44,0
39.8,80.74925231067597,470.45284040868813,22.2,4.42,0
39.22,74.20245189181836,491.79086234814827,24.9,4.67,0
38.84,71.61609998188395,537.5499447881674,20.5,4.4,0
39.01,76.391904278373,471.9059882845618,21.4,4.71,0
41.4,92.85832625767358,460.71370265336753,6.3,7.47,1
41.5,86.25151088271927,431.88645758241364,7.4,5.76,1
38.98,78.58619168225826,527.8452699943908,22.8,4.66,0
39.0,76.95151502903903,409.83898020327183,19.6,5.28,0
39.01,73.96892118404564,448.62398619289104,24.7,4.91,0
38.85,72.87555440469077,502.5563648020944,23.5,4.8,0
39.29,80.85234735495453,432.7765507059936,16.9,4.65,0
39.45,72.56469486066419,444.95577707583084,18.9,4.85,0
41.46,95.23929676549055,485.9654798419066,10.8,6.74,1
38.72,76.77415267239084,490.6229592419946,20.5,4.68,0
39.38,75.28983750124036,475.72861564557974,21.2,4.6,0
38.86,79.59744946860745,466.5853414318999,16.6,4.83,0
39.03,74.38706104555366,519.1071435914706,19.5,4.55,0
39.6,75.71679849597984,488.30143647162987,20.4,4.83,0
39.59,84.26416211524143,530.4125010324585,16.1,4.53,0
38.77,69.68873820326522,381.2583083142036,19.8,4.66,0
37.75,67.42534306415901,533.045762625373,15.4,4.79,0
39.59,72.80564372198677,386.60057429714175,17.6,5.19,0
39.28,72.26928121138968,491.07807274239883,21.2,4.74,0
40.03,86.50575980922096,408.12374741719617,19.7,5.11,0
41.5,90.48364412733585,470.230091453784,6.1,6.67,1
39.64,79.41112976766897,524.4858226332632,11.4,4.77,0
39.36,80.71155475266424,547.1800332937479,16.0,4.63,0
40.42,91.5852396655474,401.6871379475157,13.1,6.62,1
38.82,71.40583421131326,480.3881787045219,26.3,4.68,0
38.39,68.81857134330518,519.0106519680115,20.4,4.62,0
39.5,72.37304976050926,491.88941541686995,20.8,4.91,0
39.14,66.58647774241396,460.7006818576889,17.5,3.83,0
38.9,70.24199439204699,479.5611105396064,20.3,4.77,0
38.49,57.99458651239466,531.0357309379234,15.3,4.7,0
39.81,76.74380288107646,470.39600603660085,14.5,4.85,0
38.33,68.79654630126498,466.6161497365491,18.5,4.66,0
40.08,81.02355899333264,479.9687180659498,20.3,4.7,0
38.82,72.99990780313043,554.7938230407997,18.9,4.5,0
39.48,73.77702973092731,495.6913720605592,24.6,4.87,0
38.93,69.46425744632492,475.7800488776364,28.6,4.84,0
39.33,78.41672166238745,475.06527678732584,22.3,4.75,0
39.28,72.33614458526905,497.61039374281614,17.0,4.91,0
38.24,73.95775685528666,483.0229272583509,21.8,4.27,0
39.17,84.83527689304437,486.7853508653485,20.9,4.86,0
38.37,72.84613122860414,486.29483107763934,18.5,4.73,0
38.68,70.76603170185501,489.5744329614431,20.4,4.72,0
38.85,70.12091028759788,482.0353123179021,21.8,4.98,0
41.02,99.3373019167637,424.77948850157185,10.9,7.31,1
40.73,79.39492983169305,348.50406747671036,10.8,7.66,1
41.26,96.961103304218,418.352028550848,7.7,6.84,1
38.82,64.10923222181864,481.9650217035619,18.5,4.74,0
41.24,89.512677168685,512.140096253571,9.5,6.67,1
39.66,89.80876509190617,511.9122083428204,19.1,4.98,0
39.17,79.87159819612066,481.4635997159323,21.9,4.98,0
39.09,66.28003341891069,526.2773289553722,20.5,4.88,0
41.48,90.66143877739775,405.2761932276924,12.2,7.61,1
39.15,74.43249445111539,504.94163619129125,19.4,4.24,0
39.0,75.52652505980728,507.9162064121059,16.5,4.87,0
38.54,74.77958456413629,442.6724305310608,17.6,4.77,0
38.59,62.980234601553704,525.18899806553,21.0,4.07,0
39.89,78.2540553194093,451.14138520991577,20.9,4.85,0
41.42,103.9527254416866,483.7616139890358,10.4,6.38,1
38.94,74.25205888787215,439.6115328340871,14.2,5.1,0
39.72,88.89817913844814,472.7089884517983,23.5,4.48,0
38.95,67.13353133242418,466.9512530687304,19.9,5.31,0
38.68,69.82666785667101,507.8301271795427,19.5,4.28,0
41.43,97.18471890231292,421.0844661362803,13.4,6.41,1
38.56,72.03833501032891,426.0122102863557,18.3,4.96,0
40.87,89.65404780575713,426.4097664889521,10.1,6.65,1
38.69,64.37217901678409,508.3906912092882,17.6,4.64,0
40.9,87.14371290083938,405.1997929173927,5.2,6.97,1
38.69,73.57053585466294,441.75050425846763,28.1,4.77,0
38.51,65.78817774444018,504.8907189092166,18.3,4.79,0
38.54,63.83366075755042,370.7827025783265,23.3,5.22,0
41.5,111.53649984282077,447.5816939814609,10.1,6.86,1
38.72,72.44110407150748,488.1039146236856,23.2,4.17,0
38.92,74.60612612297868,368.74598066021576,17.8,4.64,0
39.58,71.6279317742828,511.96436492625435,18.9,4.1,0
39.37,85.97414231257615,453.4530172812108,20.6,4.64,0
38.48,65.55389149184177,544.9918332635251,13.3,4.22,0
39.35,73.03819765327341,406.6481657245383,19.3,5.11,0
39.31,60.29868014235059,457.1053327300097,21.0,4.85,0
39.27,82.3547915633069,490.4269506329563,17.5,4.8,0
39.37,80.7544464343331,488.9423172866652,21.3,4.88,0
38.59,77.28514911082571,505.6774680044432,14.9,3.75,0
38.48,69.46392541636095,498.8352092885783,17.5,4.64,0
39.22,79.01536026151578,446.66570791121984,25.8,4.73,0
41.5,97.49262084557965,409.14973667354747,8.9,6.26,1
39.46,77.9534310394229,506.4689249042112,19.9,4.5,0
38.79,56.41418114964192,429.01467751859263,26.4,4.89,0
39.59,81.5594257474413,561.1359320706861,18.7,4.2,0
39.09,71.2585780660256,436.71622180545455,21.8,4.93,0
41.5,98.7942030050855,374.2756741643021,7.6,7.19,1
38.29,67.67781784027265,553.9028954735081,21.3,4.6,0
41.5,96.37250665795808,407.5283163685176,7.0,6.46,1
38.97,85.14075789592367,543.6376173164326,19.3,5.04,0
38.9,65.81481410139625,454.6368547705309,22.4,4.88,0
39.86,70.91423439890404,501.645755321855,21.0,4.28,0
38.32,72.53278404712628,492.97969182726285,17.4,4.03,0
41.32,88.00520403067782,384.0648745371865,11.5,6.41,1
39.32,70.70476048213601,459.2306965297376,18.6,4.39,0
39.21,75.96850967996829,466.18649777113535,21.0,5.03,0
39.15,80.75706528518984,459.22638185427803,26.0,4.63,0
38.73,78.73563995771403,526.2737558836973,17.3,4.32,0
39.35,65.32031853205322,510.612191060463,18.3,4.15,0
39.79,77.30945773849277,569.6182930294414,20.9,4.35,0
39.3,71.55021028786906,445.30642731136913,20.5,4.53,0
38.45,73.67758649360808,450.6382973920638,15.7,4.47,0
41.5,102.40470715820943,462.03534731651075,7.9,6.37,1
38.7,77.95054692109755,528.0051646717964,19.3,4.53,0
41.5,97.80156424258494,341.8239542827457,9.6,7.18,1
40.01,69.67534739976072,454.6327634420542,17.2,4.86,0
39.3,73.48781871302536,477.6861076722272,23.5,4.5,0
40.94,92.40605539042026,466.23873705650124,9.1,6.94,1
41.47,98.30504626028382,408.4936943414084,10.5,5.81,1
39.81,81.50519262876767,474.9117289571579,13.8,4.52,0
38.67,70.92793927051801,475.3346156289962,22.3,5.26,0
41.5,94.9940931150784,419.7843967911662,7.3,6.73,1
39.17,66.02022495885659,464.44261509900286,18.4,5.05,0
41.5,96.61158131183035,422.1402156564965,10.2,6.54,1
39.47,85.88323424499247,506.2995981766859,20.9,4.68,0
39.0,72.26804816647918,570.7974322137724,19.9,4.78,0
38.72,74.93882506749169,490.82752678985395,16.4,4.99,0
38.5,72.1467241620897,560.8242174634402,21.0,4.09,0
41.5,97.88595589720481,426.65151806555593,13.4,6.58,1
41.42,88.61715326732815,431.5318431619853,8.2,6.8,1
40.91,94.51392382032404,351.3817274321846,8.4,6.54,1
41.23,87.62768143673586,455.8169875835661,8.7,6.71,1
39.07,67.27486832327361,432.39618427925245,17.8,4.85,0
39.26,73.32383460275852,543.969651575952,13.3,4.46,0
39.05,69.64487556940378,545.6071076583147,17.5,4.85,0
41.5,98.4685085646071,445.8401101633098,10.0,7.25,1
41.31,86.07427742370444,410.6203324877298,8.3,5.98,1
38.62,68.12840880526338,542.1017268040284,17.8,5.0,0
38.49,75.01761258212616,478.577835432292,20.0,4.9,0
39.38,77.32188356258847,515.3819211614555,17.8,4.41,0
41.43,91.51168495008204,337.09568739452027,7.0,7.48,1
41.5,92.01037869035812,442.31643508276284,7.8,7.07,1
41.5,96.35158135119863,392.34462948524236,8.8,6.78,1
38.8,65.13390280142524,550.4790454739981,19.8,4.49,0
39.54,80.25631136202853,515.7706194796638,17.8,4.9,0
39.06,74.5635757514777,521.3336648441813,20.3,4.48,0
38.93,87.06415714682637,454.37140307986647,24.1,4.84,0
37.7,67.33709959408502,488.27366764815525,20.4,4.61,0
39.04,82.73676586561659,503.1687869658751,16.3,4.29,0
38.19,74.00468435332772,505.6242242905257,19.6,4.86,0
38.7,74.86016115427964,521.8377101742692,25.7,4.21,0
38.91,78.4259577392121,474.7415300924199,18.0,4.22,0
41.5,103.13934177833461,485.9731815992678,8.3,7.28,1
41.22,80.53524847384486,413.96870995233957,10.0,6.18,1
38.44,71.32928405400166,489.4108610308136,17.4,4.85,0
41.5,101.62499811493066,441.4939618685987,6.6,6.13,1
41.39,87.66367527123157,372.78938802355754,11.1,6.69,1
39.21,69.607373748439,447.7651314485435,20.7,5.53,0
41.29,82.09970536386906,456.209323167411,7.6,6.13,1
39.07,74.02527976292328,465.65973077228534,18.6,4.05,0
41.5,96.45765268317612,421.9469096924359,7.6,7.26,1
38.85,71.28459109164105,466.9023623438747,24.5,4.76,0
38.5,61.12886805779544,515.3580883285223,20.1,3.98,0
41.4,88.56194129686719,434.68662235121224,11.3,7.07,1
41.18,82.94777554769752,412.14693235491603,8.2,7.16,1
39.3,72.77608887970506,479.4093839242927,18.5,4.56,0
38.66,69.92534219708075,541.6238976074231,20.2,4.65,0
41.5,98.59612806340785,387.9664475069056,6.9,6.98,1
41.5,98.24991025678275,411.18174830701633,9.7,6.79,1
38.77,73.25119753035099,510.03381488037223,19.4,4.79,0
37.79,65.99981175791892,494.7355108832643,17.7,4.9,0
38.87,69.58519934463438,430.17842307322996,16.5,4.79,0
39.1,82.93744017142495,462.04193760256067,14.7,4.87,0
39.77,65.33013299923628,523.582165417653,14.2,4.64,0
38.41,75.45493382395384,458.2085399252703,15.6,4.89,0
37.72,53.48119282545473,483.7644880429328,24.3,4.67,0
39.34,79.67990740528536,525.29338504933,19.9,4.55,0
38.62,70.00036882021942,426.37640826370006,23.0,4.82,0
39.75,80.59790819052584,546.8209611693736,25.8,4.68,0
38.76,59.84460693343938,439.2078808168369,23.0,4.4,0
38.33,70.83958947658108,487.66333873036905,16.0,4.62,0
41.5,103.2192232880449,437.50589843637727,11.1,6.01,1
38.51,74.28185927645393,481.4050559582972,21.2,4.45,0
39.15,73.67013669547485,536.2961801740562,17.8,5.1,0
38.41,59.71343404723377,473.8089801059163,20.1,5.12,0
39.03,70.17846799816425,468.5045149077393,19.7,4.4,0
39.54,73.65309987445474,506.98121735375435,19.6,4.77,0
38.86,79.41370358180419,494.3029467869613,15.8,4.89,0
38.74,65.69652307404128,534.9630593195108,17.3,4.28,0
38.19,61.582371078448496,566.0982851976129,17.0,4.69,0
41.46,92.20554161548434,406.38751807010567,6.7,7.36,1
41.21,83.99742388502231,420.0054978982686,9.4,7.31,1
39.35,77.25482734916237,556.7984507623459,19.4,4.45,0
38.51,64.44072128203585,439.0510707576544,19.0,5.09,0
40.75,92.28400296455256,362.6154124322983,9.8,6.83,1
39.21,70.53705466150231,512.7683024713986,21.8,4.35,0
